PL,MRP element data,Date,Need Dt,PO Message,Days of reschedule,  Material,Material description,Quantity,Qty to Cancel,MOQ,FCST Ref
EMS02Q20000972HWA0034H,9660001623/00080,3/10/2023,3/17/2023,Reschedule out,7,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,36278,0,1,202304
EMS02Q20000972HWA0034H,9660001623/00500,3/10/2023,2/14/2023,Reschedule in,-24,14137876,Patch Cord SC/APC-SC/APC Single Mode 2m,13722,0,1,202303
EMS02Q20000955HWA0017H,9660001600/00100,2/17/2023,2/14/2023,Reschedule in,-3,14240060,"RF Connector,Coaxial Connector,50,Straig",40000,0,5000,202303
EMS02Q20000972HWA0035H,9660001623/00100,3/8/2023,3/17/2023,Reschedule out,9,14240060,"RF Connector,Coaxial Connector,50,Straig",80000,0,5000,202304
EMS02Q20000972HWA0035H,9660001623/00510,3/8/2023,3/17/2023,Reschedule out,9,14240060,"RF Connector,Coaxial Connector,50,Straig",40000,0,5000,202304
EMS02Q20000953HWA0037H,9660001598/00100,3/10/2023,2/14/2023,Reschedule in,-24,14300105,"Optical Adapter,SC/APC-SC/APC,Green Shel",60000,0,1,202303
EMS02Q20000996HWA0006H,9660001648/00100,4/20/2023,4/16/2023,Reschedule in,-4,14300105,"Optical Adapter,SC/APC-SC/APC,Green Shel",28826,0,1,202305
EMS02Q20000996HWA0006H,9660001648/00120,12/30/2023,3/17/2023,Reschedule in,-288,16100081,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,12570,0,500,202304
EMS02Q20000996HWA0006H,9660001648/00130,12/30/2023,4/16/2023,Reschedule in,-258,21080262,HG8245 shield case for Bosa part-2108026,3411,0,5,202305
EMS02Q20000996HWA0006H,9660001648/00140,4/20/2023,4/16/2023,Reschedule in,-4,21170481,"Conductor,DKBA8.055.5199,Pillar-Conflux",20000,0,20000,202305
EMS02Q20000996HWA0006H,9660001648/00160,4/20/2023,4/16/2023,Reschedule in,-4,26010523,"Cross Recessed Pan Head Tapping Screws,S",20000,0,10000,202305
EMS02Q20000996HWA0006H,9660001648/00170,4/20/2023,4/16/2023,Reschedule in,-4,27014091,"Omni-directional Antenna,2400~2500/5150~",13430,0,5,202305
EMS02Q20000996HWA0006H,9660001648/00180,4/20/2023,4/16/2023,Reschedule in,-4,27014092,"Omni-directional Antenna,2400~2500/5150~",13795,0,5,202305
EMS02Q20000996HWA0006H,9660001648/00190,4/20/2023,4/16/2023,Reschedule in,-4,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",5080,0,2000,202305
EMS02Q20000996HWA0006H,9660001648/00200,4/20/2023,4/16/2023,Reschedule in,-4,29043092,"Product Label,Label,DKBA8.818.5922,Indiv",6000,0,2000,202305
EMS02Q20000996HWA0006H,9660001648/00220,12/30/2023,4/16/2023,Reschedule in,-258,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",4122,0,10,202305
EMS02Q20000996HWA0006H,9660001648/00240,4/20/2023,4/16/2023,Reschedule in,-4,90170153,Adhesivepaper-thermalprintingwhite 10x6m,20000,0,10000,202305
EMS02Q20000992HWA0010K,9660001643/01110,3/10/2023,3/17/2023,Reschedule out,7,15020396-001,"LED,0.0225cd,20mA,0603",47000,0,1000,202304
EMS02Q20000992HWA0010K,9660001643/01120,3/10/2023,3/17/2023,Reschedule out,7,15040337-001,"Transient Voltage Supressor,-120V,-145V,",47000,0,1000,202304
EMS02Q20000992HWA0010K,9660001643/01130,3/10/2023,3/17/2023,Reschedule out,7,15050146-003,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",47000,0,200,202304
EMS02Q20000992HWA0010K,9660001643/01140,3/10/2023,3/17/2023,Reschedule out,7,15050287-006,Audion PNP 140V 4000mA 650mW 60mV,51300,0,100,202304
EMS02Q20000992HWA0010K,9660001643/01150,3/10/2023,3/17/2023,Reschedule out,7,15060150-002,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",47517,0,100,202304
EMS02Q20000992HWA0010K,9660001643/01160,3/10/2023,3/17/2023,Reschedule out,7,15060445,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,51000,0,1000,202304
EMS02Q20000992HWA0010K,9660001643/01170,3/10/2023,3/17/2023,Reschedule out,7,34130221,"Optical Transceiver Device,1310nm(Tx)/14",51020,0,10,202304
EMS02Q20000992HWA0010K,9660001643/01200,3/10/2023,3/17/2023,Reschedule out,7,39140539,"SLIC,3.3V,-115V,VQFN48",47010,0,10,202304
EMS02Q20000977HWA0001K,9660001628/00010,1/20/2023,1/24/2023,Reschedule out,4,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,27000,0,0,202302
EMS02Q20000990HWA0001K,9660001641/00010,1/20/2023,1/24/2023,Reschedule out,4,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,29000,0,0,202302
EMS02Q20001002HWA0001K,9660001668/00010,1/20/2023,1/24/2023,Reschedule out,4,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,43000,0,0,202302
EMS02Q20001003HWA0001K,9660001670/00010,1/20/2023,1/24/2023,Reschedule out,4,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,52000,0,0,202302
EMS02Q20000979HWA0001K,9660001630/00010,1/20/2023,1/24/2023,Reschedule out,4,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,53000,0,0,202302
EMS02Q20001000HWA0001K,9660001640/00010,1/20/2023,1/24/2023,Reschedule out,4,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,79000,0,0,202302
EMS02Q20000983HWA0001K,9660001634/00010,2/2/2023,2/14/2023,Reschedule out,12,15040264-001,Diodo TVS-7V-15V-63 W-3A-SOD882/0402-Ter,28000,0,0,202303
EMS02Q20000986HWA0009K,9660001637/01110,3/8/2023,3/17/2023,Reschedule out,9,15060445,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,5000,0,1000,202304
EMS02Q20000986HWA0009K,9660001637/01120,3/8/2023,3/17/2023,Reschedule out,9,34130221,"Optical Transceiver Device,1310nm(Tx)/14",5000,0,10,202304
EMS02Q20000986HWA0009K,9660001637/01150,3/8/2023,3/17/2023,Reschedule out,9,39140539,"SLIC,3.3V,-115V,VQFN48",5000,0,10,202304
EMS02Q20000986HWA0009K,9660001637/01170,3/8/2023,3/17/2023,Reschedule out,9,39210660,Terminal Connectivity WIFI 2.4G 5G-802.1,5000,0,10,202304
EMS02Q20000986HWA0009K,9660001637/01180,3/8/2023,3/17/2023,Reschedule out,9,39210661,"Terminal Connectivity,WIFI 5G-802.11a/n/",5000,0,10,202304
EMS02Q20000986HWA0009K,9660001637/01200,3/8/2023,3/17/2023,Reschedule out,9,43160026,ASOC GPON/EPON SPI NAND FLASH DDR3,5000,0,10,202304
EMS02Q20000986HWA0009K,9660001637/01210,3/8/2023,3/17/2023,Reschedule out,9,47150981,"RF Multi-functional Component,802.11ac 5",10000,0,10,202304
EMS02Q20000972HWA0031H,9660001623/00120,4/3/2023,3/17/2023,Reschedule in,-17,16050096,Push Switch 2P2T 12VDC 1A THT 3.6mm,56000,0,1000,202304
EMS02Q20000953HWA0035H,9660001598/00120,4/3/2023,3/17/2023,Reschedule in,-17,16100081,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,80500,0,500,202304
EMS02Q20000971HWA0009H,9660001622/00110,12/30/2023,3/17/2023,Reschedule in,-288,16100081,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,15000,0,500,202304
EMS02Q20000974HWA0004H,9660001625/00080,12/30/2023,3/17/2023,Reschedule in,-288,16100081,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,21000,0,500,202304
EMS02Q20000953HWA0033H,9660001598/00500,2/26/2023,2/14/2023,Reschedule in,-12,16100081,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,80000,0,500,202303
EMS02Q20000971HWA0008H,9660001622/00120,3/10/2023,3/17/2023,Reschedule out,7,21080262,HG8245 shield case for Bosa part-2108026,5000,0,5,202304
EMS02Q20000973HWA0003H,9660001624/00050,3/10/2023,3/17/2023,Reschedule out,7,21080262,HG8245 shield case for Bosa part-2108026,7000,0,5,202304
EMS02Q20000974HWA0005H,9660001625/00090,3/10/2023,3/17/2023,Reschedule out,7,21080262,HG8245 shield case for Bosa part-2108026,7000,0,5,202304
EMS02Q20000972HWA0027H,9660001623/00140,4/8/2023,3/17/2023,Reschedule in,-22,21080262,HG8245 shield case for Bosa part-2108026,55955,0,5,202304
EMS02Q20000972HWA0036H,9660001623/00150,3/8/2023,2/14/2023,Reschedule in,-22,21170481,"Conductor,DKBA8.055.5199,Pillar-Conflux",40000,0,20000,202303
EMS02Q20000953HWA0036H,9660001598/00140,3/8/2023,3/17/2023,Reschedule out,9,21170481,"Conductor,DKBA8.055.5199,Pillar-Conflux",60000,0,20000,202304
"EMS02Q20000953HWA0010H, 28H 13H 02H 08H",9660001598/00280,2/17/2023,2/14/2023,Reschedule in,-3,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",33600,0,5,202303
EMS02Q20000972HWA0009H,9660001623/00300,3/17/2023,3/17/2023,Ok,0,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",16800,0,5,202304
EMS02Q20000972HWA0010H,9660001623/00160,3/17/2023,3/17/2023,Ok,0,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000972HWA0011H,9660001623/00250,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000972HWA0016H,9660001623/00340,3/10/2023,3/17/2023,Reschedule out,7,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000972HWA0017H,9660001623/00270,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000972HWA0020H,9660001623/00280,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000972HWA0021H,9660001623/00290,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000996HWA0001H,9660001648/00150,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",1200,0,5,202304
EMS02Q20000987HWA0003H,9660001638/00260,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0004H,9660001638/00270,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0006H,9660001638/00280,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0007H,9660001638/00290,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0008H,9660001638/00300,4/8/2023,3/17/2023,Reschedule in,-22,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0010H,9660001638/00310,4/20/2023,3/17/2023,Reschedule in,-34,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0011H,9660001638/00320,4/20/2023,3/17/2023,Reschedule in,-34,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0012H,9660001638/00330,4/20/2023,3/17/2023,Reschedule in,-34,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202304
EMS02Q20000987HWA0014H,9660001638/00350,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000987HWA0015H,9660001638/00360,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0002H,9660001648/00250,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0003H,9660001648/00260,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0004H,9660001648/00270,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0005H,9660001648/00280,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0007H,9660001648/00290,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0009H,9660001648/00300,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0010H,9660001648/00310,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0011H,9660001648/00320,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0012H,9660001648/00330,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0014H,9660001648/00340,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0015H,9660001648/00350,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000996HWA0016H,9660001648/00360,4/20/2023,4/16/2023,Reschedule in,-4,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202305
EMS02Q20000987HWA0016H,9660001638/00170,3/17/2023,4/16/2023,Reschedule out,30,27014091,"Omni-directional Antenna,2400~2500/5150~",30000,0,5,202305
EMS02Q20000987HWA0016H,9660001638/00180,3/17/2023,4/16/2023,Reschedule out,30,27014092,"Omni-directional Antenna,2400~2500/5150~",30000,0,5,202305
EMS02Q20000987HWA0016H,9660001638/00190,3/17/2023,4/16/2023,Reschedule out,30,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",30000,0,2000,202305
EMS02Q20000987HWA0016H,9660001638/00200,3/17/2023,3/17/2023,Ok,0,29043092,"Product Label,Label,DKBA8.818.5922,Indiv",28000,0,2000,202304
EMS02Q20000987HWA0016H,9660001638/00220,3/17/2023,2/14/2023,Reschedule in,-31,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",30000,0,10,202303
EMS02Q20000987HWA0016H,9660001638/00230,3/17/2023,4/16/2023,Reschedule out,30,90170088,"Gum Paper,Foam Tape,each size 5mm*25mm,F",9000,0,9000,202305
EMS02Q20000987HWA0016H,9660001638/00160,3/17/2023,4/16/2023,Reschedule out,30,26010523,"Cross Recessed Pan Head Tapping Screws,S",30000,0,10000,202305
EMS02Q20000987HWA0016H,9660001638/00240,3/17/2023,4/16/2023,Reschedule out,30,90170153,Adhesivepaper-thermalprintingwhite 10x6m,30000,0,10000,202305
EMS02Q20000956HWA0003H,9660001601/00140,3/8/2023,2/14/2023,Reschedule in,-22,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",3000,0,2000,202303
EMS02Q20000974HWA0007H,9660001625/00140,3/8/2023,2/14/2023,Reschedule in,-22,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",7000,0,2000,202303
EMS02Q20000972HWA0033H,9660001623/00200,3/8/2023,2/14/2023,Reschedule in,-22,29041013,"DKBA8.817.1759,Product Blank Nameplate,V",53050,0,2000,202303
EMS02Q20000956HWA0004H,9660001601/00150,3/17/2023,3/17/2023,Ok,0,29043092,"Product Label,Label,DKBA8.818.5922,Indiv",2000,0,2000,202304
EMS02Q20000926HWA0003H,9660001577/00090,12/30/2023,4/16/2023,Reschedule in,-258,29043092,"Product Label,Label,DKBA8.818.5922,Indiv",161,0,2000,202305
EMS02Q20000972HWA0025H,9660001623/00210,2/22/2023,3/17/2023,Reschedule out,23,30060570,Gummed Tape with Huawei LOGO 1000m*100mm,4000,0,2000,202304
EMS02Q20000987HWA0009H,9660001638/00210,3/17/2023,4/16/2023,Reschedule out,30,30060570,Gummed Tape with Huawei LOGO 1000m*100mm,2000,0,2000,202305
EMS02Q20000900HWA0018K,9660001539/01170,1/20/2023,1/24/2023,Reschedule out,4,34130221,"Optical Transceiver Device,1310nm(Tx)/14",30000,0,10,202302
EMS02Q20000993HWA0002K,9660001644/01110,3/8/2023,3/17/2023,Reschedule out,9,34130221,"Optical Transceiver Device,1310nm(Tx)/14",5000,0,10,202304
EMS02Q20000993HWA0002K,9660001644/01140,3/8/2023,3/17/2023,Reschedule out,9,39140539,"SLIC,3.3V,-115V,VQFN48",5000,0,10,202304
EMS02Q20000993HWA0002K,9660001644/01160,3/8/2023,3/17/2023,Reschedule out,9,39210660,Terminal Connectivity WIFI 2.4G 5G-802.1,5000,0,10,202304
EMS02Q20000993HWA0002K,9660001644/01170,3/8/2023,3/17/2023,Reschedule out,9,39210661,"Terminal Connectivity,WIFI 5G-802.11a/n/",5000,0,10,202304
EMS02Q20000993HWA0002K,9660001644/01190,3/8/2023,3/17/2023,Reschedule out,9,43160026,ASOC GPON/EPON SPI NAND FLASH DDR3,5000,0,10,202304
EMS02Q20000993HWA0002K,9660001644/01200,3/8/2023,3/17/2023,Reschedule out,9,47150981,"RF Multi-functional Component,802.11ac 5",10000,0,10,202304
EMS02Q20000899HWA0017K,9660001538/01190,1/20/2023,1/24/2023,Reschedule out,4,39160139,LASER DRIVER QFN28 3.3v 100Mbps-3.125Gb,9566,0,10,202302
EMS02Q20000992HWA0013K,9660001643/01220,3/15/2023,3/17/2023,Reschedule out,2,39210660,Terminal Connectivity WIFI 2.4G 5G-802.1,50130,0,10,202304
EMS02Q20000992HWA0013K,9660001643/01230,3/15/2023,3/17/2023,Reschedule out,2,39210661,"Terminal Connectivity,WIFI 5G-802.11a/n/",47000,0,10,202304
EMS02Q20000992HWA0013K,9660001643/01240,3/15/2023,3/17/2023,Reschedule out,2,43160026,ASOC GPON/EPON SPI NAND FLASH DDR3,51020,0,10,202304
EMS02Q20000992HWA0013K,9660001643/01250,3/15/2023,3/17/2023,Reschedule out,2,47150981,"RF Multi-functional Component,802.11ac 5",110000,0,10,202304
EMS02Q20000992HWA0013K,9660001643/01260,3/15/2023,2/14/2023,Reschedule in,-29,99014SBW,"DDR3 DRAM,2Gbit,800MHz,16bit,1.5V,FBGA96",4600,0,10,202303
EMS02Q20000971HWA0006H,9660001622/00180,3/10/2023,2/14/2023,Reschedule in,-24,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",5000,0,10,202303
EMS02Q20000974HWA0003H,9660001625/00150,3/10/2023,2/14/2023,Reschedule in,-24,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",7000,0,10,202303
EMS02Q20000972HWA0026H,9660001623/00220,4/8/2023,3/17/2023,Reschedule in,-22,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",52050,0,10,202304
EMS02Q20000985HWA0001H,9660001636/00010,2/22/2023,3/17/2023,Reschedule out,23,90170088,"Gum Paper,Foam Tape,each size 5mm*25mm,F",9000,0,9000,202304
EMS02Q20000972HWA0029H,9660001623/00230,3/8/2023,3/17/2023,Reschedule out,9,90170088,"Gum Paper,Foam Tape,each size 5mm*25mm,F",243000,0,9000,202304
EMS02Q20000899HWA0016K,9660001538/01250,1/20/2023,2/14/2023,Reschedule out,25,90170153,Adhesivepaper-thermalprintingwhite 10x6m,40000,0,10000,202303
EMS02Q20000972HWA0032H,9660001623/00240,3/10/2023,3/17/2023,Reschedule out,7,90170153,Adhesivepaper-thermalprintingwhite 10x6m,60000,0,10000,202304
EMS02Q20000924HWA0002K 03k,9660001565/00010,1/20/2023,1/24/2023,Reschedule out,4,99014SBW,"DDR3 DRAM,2Gbit,800MHz,16bit,1.5V,FBGA96",50000,0,10,202302
EMS02Q20000981HWA0001K,9660001632/00010,2/2/2023,1/24/2023,Reschedule in,-9,99014SBW,"DDR3 DRAM,2Gbit,800MHz,16bit,1.5V,FBGA96",4600,0,10,202302
"EMS02Q20000953HWA0025H, 06H, 07H, 026H",9660001598/00150,2/22/2023,2/14/2023,Reschedule in,-8,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",9600,0,5,202303
EMS02Q20001024HWA0001H,9660001730/00010,3/8/2023,1/24/2023,Reschedule in,-43,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",40,0,1,202302
EMS02Q20001024HWA0001H,9660001730/00020,3/8/2023,1/24/2023,Reschedule in,-43,2221314,"Adapter,-5degC,45degC,90V,264V,12V/2A,CE",3,0,1,202302
EMS02Q20000953HWA0038H,9660001598/00020,3/8/2023,2/14/2023,Reschedule in,-22,4050278,Signal Cable 1.5m RJ11 2core,39099,0,1,202303
EMS02Q20001011HWA0007K,9660001694/00010,3/8/2023,3/17/2023,Reschedule out,9,07090803-001,"Chip Thick Film Resistor,0.0625W,22ohm,+",6300,0,100,202304
EMS02Q20001011HWA0007K,9660001694/00020,3/8/2023,3/17/2023,Reschedule out,9,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",20000,0,10000,202304
EMS02Q20001011HWA0007K,9660001694/00030,3/8/2023,3/17/2023,Reschedule out,9,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",10000,0,5000,202304
EMS02Q20001011HWA0007K,9660001694/00040,3/8/2023,3/17/2023,Reschedule out,9,07091438-001,"ChipThickFilmResistor,0.1W,2.2ohm,+/",5000,0,5000,202304
EMS02Q20001011HWA0007K,9660001694/00050,3/8/2023,3/17/2023,Reschedule out,9,7091450,Chip Thick Film Resistor 0.25W 0.068ohm,5000,0,5000,202304
EMS02Q20001011HWA0007K,9660001694/00060,3/8/2023,3/17/2023,Reschedule out,9,07091457-001,"Chip Thick Film Resistor,0.05W,1000ohm,+",10000,0,10000,202304
EMS02Q20001011HWA0007K,9660001694/00070,3/8/2023,3/17/2023,Reschedule out,9,07091470-001,"Chip Thick Film Resistor,0.0625W,0ohm,le",56000,0,1000,202304
EMS02Q20001011HWA0007K,9660001694/00080,3/8/2023,3/17/2023,Reschedule out,9,07091472-001,"Chip Thick Film Resistor,0.1W,1ohm,+/-1%",6000,0,1000,202304
EMS02Q20001011HWA0007K,9660001694/00090,3/8/2023,3/17/2023,Reschedule out,9,07091482-001,"Chip Thick Film Resistor,0.125W,0ohm,les",15000,0,5000,202304
EMS02Q20001011HWA0007K,9660001694/00100,3/8/2023,3/17/2023,Reschedule out,9,07091486-001,"ChipThickFilmResistor,0.1W,0ohm,50mO",55000,0,5000,202304
EMS02Q20000848HWA0018K,9660001464/01150,1/25/2023,1/24/2023,Reschedule in,-1,7091450,Chip Thick Film Resistor 0.25W 0.068ohm,5000,0,5000,202302
EMS02Q20001011HWA0001K,9660001694/00110,3/8/2023,3/17/2023,Reschedule out,9,07091494-001,"Chip Thick Film Resistor,0.25W,1000000oh",5000,0,5000,202304
EMS02Q20001011HWA0001K,9660001694/00120,3/8/2023,3/17/2023,Reschedule out,9,07091500-001,"Chip Thick Film Resistor,0.0625W,10ohm,+",18000,0,1000,202304
EMS02Q20001011HWA0001K,9660001694/00130,3/8/2023,3/17/2023,Reschedule out,9,07091529-001,"Chip Thick Film Resistor,0.0625W,2000ohm",4000,0,1000,202304
EMS02Q20001011HWA0001K,9660001694/00140,3/8/2023,3/17/2023,Reschedule out,9,07091545-001,"ChipThickFilmResistor,0.0625W,15ohm,""",10000,0,10000,202304
EMS02Q20001011HWA0001K,9660001694/00150,3/8/2023,3/17/2023,Reschedule out,9,07091555-001,"Chip Thick Film Resistor,0.125W,20ohm,+/",5000,0,5000,202304
EMS02Q20001011HWA0001K,9660001694/00160,3/8/2023,3/17/2023,Reschedule out,9,07091577-001,"Chip Thick Film Resistor,0.0625W,121000o",20000,0,10000,202304
EMS02Q20001011HWA0001K,9660001694/00170,3/8/2023,3/17/2023,Reschedule out,9,07091578-001,"Chip Thick Film Resistor,0.0625W,33ohm,+",25000,0,1000,202304
EMS02Q20001011HWA0001K,9660001694/00180,3/8/2023,3/17/2023,Reschedule out,9,07091579-001,"Chip Thick Film Resistor,0.1W,120000ohm,",5000,0,5000,202304
EMS02Q20001011HWA0001K,9660001694/00190,3/8/2023,3/17/2023,Reschedule out,9,07091594-001,"Chip Thick Film Resistor,0.0625W,75000oh",4000,0,2000,202304
EMS02Q20001011HWA0001K,9660001694/00200,3/8/2023,3/17/2023,Reschedule out,9,07091611-001,"Chip Thick Film Resistor,0.0625W,51000oh",10000,0,10000,202304
EMS02Q20001011HWA0008K,9660001694/00210,3/8/2023,3/17/2023,Reschedule out,9,07091631-001,"ChipThickFilmResistor,0.1W,40200ohm,",6000,0,1000,202304
EMS02Q20001011HWA0008K,9660001694/00220,3/8/2023,3/17/2023,Reschedule out,9,07091646-001,"Chip Thick Film Resistor,0.0625W,4700ohm",47000,0,1000,202304
EMS02Q20001011HWA0008K,9660001694/00230,3/8/2023,3/17/2023,Reschedule out,9,07091667-001,"Chip Thick Film Resistor,0.0625W,30000oh",10000,0,10000,202304
EMS02Q20001011HWA0008K,9660001694/00240,3/8/2023,3/17/2023,Reschedule out,9,07091676-001,"ChipThickFilmResistor,0.0625W,24000o",4000,0,2000,202304
EMS02Q20001011HWA0008K,9660001694/00250,3/8/2023,3/17/2023,Reschedule out,9,07091698-001,"Chip Thick Film Resistor,0.0625W,7500ohm",3000,0,1000,202304
EMS02Q20001011HWA0008K,9660001694/00260,3/8/2023,3/17/2023,Reschedule out,9,07091706-001,"Chip Thick Film Resistor,0.0625W,10000oh",34000,0,1000,202304
EMS02Q20001011HWA0008K,9660001694/00270,3/8/2023,3/17/2023,Reschedule out,9,07091724-001,"Chip Thick Film Resistor,0.0625W,100ohm,",47000,0,1000,202304
EMS02Q20001011HWA0008K,9660001694/00280,3/8/2023,3/17/2023,Reschedule out,9,07091731-001,"Chip Thick Film Resistor,0.1W,150ohm,+/-",3100,0,100,202304
EMS02Q20001011HWA0008K,9660001694/00290,3/8/2023,3/17/2023,Reschedule out,9,07091734-001,"Chip Thick Film Resistor,0.0625W,1000ohm",84000,0,1000,202304
EMS02Q20001011HWA0008K,9660001694/00300,3/8/2023,3/17/2023,Reschedule out,9,07091737-001,"ChipThickFilmResistor,0.1W,200ohm,+/""",25000,0,5000,202304
EMS02Q20001011HWA0003K,9660001694/00310,3/8/2023,3/17/2023,Reschedule out,9,07091740-002,"Chip Thick Film Resistor,0.0625W,750ohm,",4000,0,2000,202304
EMS02Q20001011HWA0003K,9660001694/00320,3/8/2023,3/17/2023,Reschedule out,9,07091747-001,"Chip Thick Film Resistor,0.0625W,510ohm,",6000,0,1000,202304
EMS02Q20001011HWA0003K,9660001694/00330,3/8/2023,3/17/2023,Reschedule out,9,07091770-001,"ChipThickFilmResistor,0.0625W,51ohm",4000,0,1000,202304
EMS02Q20001011HWA0003K,9660001694/00340,3/8/2023,3/17/2023,Reschedule out,9,07091782-001,"Chip Thick Film Resistor,0.0625W,240ohm,",6000,0,1000,202304
